time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
4.259999999999997,1.2467181761,2.41848210119,27.43255964,0.00234724854318,6.17125027141,0.0,1.44916630998,1.22529512837,6.19084957317,-0.0183710622013,-0.051021545333,0.0,450.8345401513651,451.27335131443857,452.4774927926119,452.06139148591495
4.319999999999996,1.33552275582,2.49197764079,27.8029743684,0.0025350458498,6.16789417351,0.0,1.51124967078,1.22453318476,6.15641824159,0.0281204779121,-0.0682227462571,0.0,432.5203582388605,431.06656299763983,431.30068233051475,435.2104675822971
4.379999999999995,1.42822240179,2.56544072187,28.1722935331,0.00380557024925,6.16369655332,0.0,1.5790783283,1.22437426808,6.15412134545,0.00128579487928,-0.0736819458011,0.0,443.2547295766115,442.8020036558543,443.4886569841112,441.2785469980217
4.439999999999993,1.52513903638,2.63891419656,28.5420898511,0.00374136161364,6.15950534358,0.0,1.65182774899,1.22474164579,6.17221109669,-0.00625648220907,-0.0631284585978,0.0,449.13742496295913,449.9890316574513,449.4974769768621,448.8857311975384
4.499999999999992,1.62693320296,2.71242007669,28.9165027056,0.00350069787261,6.15652627747,0.0,1.74154377513,1.22541753962,6.30735499396,0.000139180803989,-0.0311996234135,0.0,483.6423697392923,486.040081312421,485.39104791027387,485.8709513859432
4.559999999999991,1.73390475626,2.78595585051,29.2969824568,0.00389553711843,6.15439275335,0.0,1.8242870839,1.22579578781,6.37483156058,0.0170741769897,-0.0461331471817,0.0,468.11867446010325,466.9543847010937,465.4047476219181,466.72856234261127
4.6199999999999894,1.84556420049,2.85951563899,29.6790645092,0.00468715935073,6.15138579222,0.0,1.8979168293,1.22627820636,6.36120827396,0.00401082447979,-0.0595869335335,0.0,442.4950197336383,441.38416949006717,443.6772321696792,442.6030372622775
4.679999999999988,1.9617574865,2.93311900093,30.0608192314,0.00556262234161,6.14777620086,0.0,1.97547190124,1.22722182012,6.36381137676,0.0300854674455,-0.0613305224771,0.0,448.39173909388245,448.2475107743489,446.17793982738624,448.3021083074162
4.739999999999987,2.08263722395,3.00679825257,30.4425277299,0.00713825533239,6.14406022548,0.0,2.05413913487,1.22890453557,6.35969192831,0.0172359507692,-0.0631652161599,0.0,445.79200021659,445.63927782662927,446.7174453650003,445.6683042332806
4.799999999999986,2.20784171973,3.08058079955,30.8207424458,0.00845418202884,6.14038715856,0.0,2.11965868615,1.23060393198,6.24797701906,0.0299718762868,-0.0575841779328,0.0,410.0708930066075,410.563470782013,410.24615502509823,411.37582593930983
4.859999999999984,2.33756293124,3.15451920657,31.1959814941,0.0100834040224,6.13678661242,0.0,2.20464169234,1.23416431624,6.25977951989,0.0208202999002,-0.0653606077705,0.0,451.40676115649336,450.77614265154523,449.65526667199947,448.9132691613436
4.919999999999983,2.47222269765,3.2286840427,31.5704286713,0.0108772600953,6.13269373728,0.0,2.28433037221,1.23808850442,6.22185877132,-0.00972071661774,-0.0746363398228,0.0,435.66128352701026,434.8811790928581,435.39281428531933,432.8293964118424
4.979999999999982,2.61166746796,3.30308722296,31.9422021684,0.010033859107,6.12843522068,0.0,2.364173663,1.24195953058,6.1707324703,-0.0245643554093,-0.0645111420623,0.0,430.05716980228306,430.9100761810631,430.5717269924589,429.3138681418755
5.0399999999999805,2.75651356609,3.37774015344,32.3144099542,0.00898750335781,6.12430476896,0.0,2.46430601162,1.24634172336,6.2356686258,-0.00604724684382,-0.0793235516615,0.0,466.70150383287114,465.5402474941971,466.5600030406748,468.0038626941591
